estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
rio_cuarto_aero,CORDOBA,Pampeana,SAOC,-33.0833,-64.2667,421.0000,87453.0000,7.3000,0.5245,8.8000,5.4500,1.5000,2.8586,65.4000,16.8000,0.0960,73.3000,65.4167,56.5000,6.2791,785.0000,0.9000,0.0738,4.0000,3.4750,3.1000,0.2563,41.7000,127.7000,0.7145,135.4000,69.8750,7.7000,49.9281,838.5000,14.2000,0.3095,23.0000,16.4750,8.8000,5.0992,197.7000,13.4000,0.2101,29.1000,23.0417,15.7000,4.8410,276.5000,13.8000,0.4450,17.6000,11.1333,3.8000,4.9548,133.6000,1405.9130,1316.8187,-23.0859,23.4498,14.1496,9.8113,9.9974,56.5331
rio_gallegos_aero,SANTA CRUZ,Patagonia,SAWG,-51.6000,-69.3000,19.0000,87925.0000,3.6000,0.2234,6.4000,4.5667,2.8000,1.0201,54.8000,27.1000,0.1601,79.0000,64.3750,51.9000,10.3090,772.5000,1.2000,0.0834,5.5000,4.8250,4.3000,0.4025,57.9000,17.7000,0.2463,32.2000,23.0500,14.5000,5.6779,276.6000,12.1000,0.5760,13.6000,7.7500,1.5000,4.4641,93.0000,14.9000,0.4169,20.0000,13.2000,5.1000,5.5036,158.4000,9.7000,1.3343,7.4000,2.6250,-2.3000,3.5025,31.5000,1405.9130,1316.8187,-23.0859,23.4498,16.3378,7.5759,28.5141,75.0498
rio_grande_ba,TIERRA DEL FUEG,Patagonia,SAWE,-53.7667,-67.7500,22.0000,87934.0000,4.1000,0.2033,7.8000,5.7583,3.7000,1.1704,69.1000,15.7000,0.0749,89.1000,81.0167,73.4000,6.0693,972.2000,1.4000,0.1003,5.4000,4.7417,4.0000,0.4757,56.9000,22.4000,0.2535,38.4000,27.1250,16.0000,6.8771,325.5000,10.9000,0.6940,11.0000,5.7250,0.1000,3.9729,68.7000,12.8000,0.4602,16.0000,10.2167,3.2000,4.7022,122.6000,8.9000,1.9575,5.9000,1.6250,-3.0000,3.1809,19.5000,1405.9130,1316.8187,-23.0859,23.4498,16.7425,7.1606,30.6808,77.2165
rosario_aero,SANTA FE,Pampeana,SAAR,-32.9000,-60.7667,25.0000,87480.0000,5.3000,0.3687,7.9000,5.4083,2.6000,1.9943,64.9000,15.5000,0.0778,81.0000,72.9500,65.5000,5.6757,875.4000,1.1000,0.0973,4.2000,3.5833,3.1000,0.3486,43.0000,115.4000,0.5118,138.4000,87.7917,23.0000,44.9302,1053.5000,14.7000,0.2924,24.8000,17.7583,10.1000,5.1933,213.1000,14.4000,0.2127,30.9000,23.9833,16.5000,5.1008,287.8000,13.8000,0.4064,18.7000,12.0750,4.9000,4.9068,144.9000,1405.9130,1316.8187,-23.0859,23.4498,14.1342,9.8270,9.8141,56.3498
salta_aero,SALTA,NOA,SASA,-24.8333,-65.4667,1221.0000,87047.0000,11.9000,0.8747,12.4000,5.2500,0.5000,4.5924,63.0000,27.1000,0.1313,82.9000,71.9000,55.8000,9.4402,862.8000,2.9000,0.2216,5.8000,4.6750,2.9000,1.0358,56.1000,194.8000,1.1153,197.1000,61.5250,2.3000,68.6196,738.3000,11.6000,0.2503,21.7000,16.9000,10.1000,4.2300,202.8000,8.6000,0.1307,28.4000,24.3750,19.8000,3.1869,292.5000,13.9000,0.4641,16.8000,10.8833,2.9000,5.0508,130.6000,1405.9130,1316.8187,-23.0859,23.4498,13.5169,10.4560,1.7474,48.2831
san_antonio_oeste_aero,RIO NEGRO,Patagonia,SAVN,-40.7500,-65.0167,20.0000,87784.0000,1.4000,0.1394,3.6000,2.9083,2.2000,0.4055,34.9000,22.0000,0.1394,67.5000,56.1833,45.5000,7.8295,674.2000,1.3000,0.1242,4.1000,3.5000,2.8000,0.4348,42.0000,21.0000,0.2722,37.6000,24.4500,16.6000,6.6563,293.4000,16.2000,0.3988,22.8000,14.8167,6.6000,5.9085,177.8000,17.0000,0.2845,30.4000,21.8583,13.4000,6.2191,262.3000,14.7000,0.6469,15.7000,8.1250,1.0000,5.2557,97.5000,1405.9130,1316.8187,-23.0859,23.4498,14.8730,9.0736,17.6641,64.1998
san_fernando_aero,BUENOS AIRES,Pampeana,SADF,-34.4500,-58.5833,5.0000,87553.0000,3.2000,0.1592,7.4000,5.9917,4.2000,0.9539,71.9000,15.7000,0.0737,80.3000,72.7667,64.6000,5.3649,873.2000,1.1000,0.1134,4.0000,3.4833,2.9000,0.3950,41.8000,70.1000,0.2474,122.6000,95.3250,52.5000,23.5810,1143.9000,14.0000,0.2832,24.6000,17.6333,10.6000,4.9941,211.6000,14.1000,0.2218,29.5000,22.4917,15.4000,4.9888,269.9000,13.1000,0.3672,19.3000,12.8083,6.2000,4.7031,153.7000,1405.9130,1316.8187,-23.0859,23.4498,14.2669,9.6918,11.3641,57.8998
san_juan_aero,SAN JUAN,Cuyo,SANU,-31.5667,-68.4167,598.0000,87311.0000,2.5000,0.6862,2.8000,1.1583,0.3000,0.7948,13.9000,24.1000,0.1845,62.2000,48.2250,38.1000,8.8980,578.7000,0.8000,0.1050,2.9000,2.4750,2.1000,0.2598,29.7000,21.2000,0.9052,22.5000,7.5500,1.3000,6.8339,90.6000,19.8000,0.3990,27.3000,18.0250,7.5000,7.1918,216.3000,18.4000,0.2530,35.1000,26.3917,16.7000,6.6762,316.7000,19.5000,0.6634,19.8000,10.5500,0.3000,6.9992,126.6000,1405.9130,1316.8187,-23.0859,23.4498,14.0243,9.9391,8.4808,55.0165
san_julian_aero,SANTA CRUZ,Patagonia,SAWJ,-49.3000,-67.8000,62.0000,87909.0000,1.5000,0.1239,4.6000,3.8000,3.1000,0.4710,45.6000,23.0000,0.1367,74.5000,61.9583,51.5000,8.4699,743.5000,0.9000,0.0755,4.7000,4.0750,3.8000,0.3079,48.9000,15.1000,0.2382,30.6000,21.5167,15.5000,5.1251,258.2000,12.8000,0.4729,16.1000,9.8417,3.3000,4.6541,118.1000,15.5000,0.3617,22.9000,15.7083,7.4000,5.6823,188.5000,9.9000,0.7997,9.4000,4.5000,-0.5000,3.5985,54.0000,1405.9130,1316.8187,-23.0859,23.4498,15.9609,7.9620,26.2141,72.7498
san_luis_aero,SAN LUIS,Cuyo,SAOU,-33.2667,-66.3500,713.0000,87436.0000,7.1000,0.5804,8.3000,4.7000,1.2000,2.7280,56.4000,20.7000,0.1354,66.2000,55.1667,45.5000,7.4701,662.0000,0.9000,0.0695,4.0000,3.4333,3.1000,0.2387,41.2000,109.9000,0.7947,115.3000,55.5917,5.4000,44.1790,667.1000,15.2000,0.3098,24.8000,17.6083,9.6000,5.4550,211.3000,14.9000,0.2203,31.6000,24.3917,16.7000,5.3724,292.7000,14.3000,0.4350,18.3000,11.6917,4.0000,5.0862,140.3000,1405.9130,1316.8187,-23.0859,23.4498,14.1651,9.7956,10.1808,56.7165
san_martin_mza,MENDOZA,Cuyo,SAMI,-33.0667,-68.4500,653.0000,87416.0000,4.7000,0.6523,5.3000,2.3250,0.6000,1.5167,27.9000,21.0000,0.1352,69.8000,57.7417,48.8000,7.8080,692.9000,1.0000,0.1078,3.3000,2.6333,2.3000,0.2839,31.6000,44.9000,0.7849,48.0000,21.8833,3.1000,17.1766,262.6000,17.6000,0.3789,25.2000,16.8167,7.6000,6.3714,201.8000,17.1000,0.2520,32.9000,24.6750,15.8000,6.2185,296.1000,16.4000,0.5567,18.3000,10.5083,1.9000,5.8503,126.1000,1405.9130,1316.8187,-23.0859,23.4498,14.1482,9.8128,9.9808,56.5165
san_miguel,BUENOS AIRES,GBA,,-34.5400,-58.7100,28.0000,87570.0000,3.3000,0.1791,8.1000,6.6450,4.8000,1.1904,79.7400,15.5000,0.0706,82.5000,75.0083,67.0000,5.2966,900.1000,1.0000,0.0884,4.4000,3.8833,3.4000,0.3433,46.6000,80.9000,0.2860,130.7000,94.0417,49.8000,26.8944,1128.5000,13.9000,0.2895,24.1000,17.2083,10.2000,4.9810,206.5000,14.7000,0.2280,30.1000,22.8333,15.4000,5.2065,274.0000,12.8000,0.3740,18.7000,12.2833,5.9000,4.5938,147.4000,1405.9130,1316.8187,-23.0859,23.4498,14.2748,9.6838,11.4541,57.9898
san_rafael_aero,MENDOZA,Cuyo,SAMR,-34.5833,-68.4000,748.0000,87509.0000,4.1000,0.3804,5.4000,3.5000,1.3000,1.3314,42.0000,22.0000,0.1278,68.6000,56.4833,46.6000,7.2176,677.8000,1.0000,0.1001,3.4000,2.8083,2.4000,0.2811,33.7000,47.0000,0.5106,54.2000,30.2417,7.2000,15.4417,362.9000,17.0000,0.3953,23.8000,15.3833,6.8000,6.0806,184.6000,16.4000,0.2505,31.8000,23.5583,15.4000,5.9022,282.7000,15.0000,0.6386,15.8000,8.4083,0.8000,5.3694,100.9000,1405.9130,1316.8187,-23.0859,23.4498,14.2786,9.6799,11.4974,58.0331
santa_rosa_aero,LA PAMPA,Pampeana,SAZR,-36.5833,-64.2667,191.0000,87623.0000,4.7000,0.3724,7.0000,4.7083,2.3000,1.7532,56.5000,22.5000,0.1120,75.8000,64.4417,53.3000,7.2149,773.3000,1.3000,0.1322,4.3000,3.6417,3.0000,0.4814,43.7000,81.7000,0.5141,99.0000,62.7833,17.3000,32.2749,753.4000,16.4000,0.3762,23.8000,15.6583,7.4000,5.8912,187.9000,17.0000,0.2616,31.5000,23.1250,14.5000,6.0491,277.5000,14.4000,0.5547,16.5000,9.3333,2.1000,5.1776,112.0000,1405.9130,1316.8187,-23.0859,23.4498,14.4591,9.4959,13.4974,60.0331
santiago_del_estero_aero,SANTIAGO DEL ES,NOA,SANE,-27.7500,-64.2833,199.0000,87129.0000,7.3000,0.6151,7.8000,4.4333,0.5000,2.7271,53.2000,26.1000,0.1433,75.3000,63.9500,49.2000,9.1612,767.4000,1.8000,0.1460,4.4000,3.7917,2.6000,0.5534,45.5000,137.7000,0.8847,139.3000,54.3667,1.6000,48.0974,652.4000,14.9000,0.2622,27.0000,20.5750,12.1000,5.3943,246.9000,13.8000,0.1774,34.2000,28.1750,20.4000,4.9991,338.1000,15.8000,0.4055,20.7000,14.0583,4.9000,5.7010,168.7000,1405.9130,1316.8187,-23.0859,23.4498,13.7279,10.2410,4.6641,51.1998
sauce_viejo_aero,SANTA FE,Pampeana,SAAV,-31.7000,-60.8000,18.0000,87371.0000,5.2000,0.3629,7.7000,5.4083,2.5000,1.9626,64.9000,13.5000,0.0689,80.7000,73.3000,67.2000,5.0490,879.6000,1.0000,0.1020,3.9000,3.2500,2.9000,0.3317,39.0000,117.7000,0.5282,143.1000,89.6500,25.4000,47.3543,1075.8000,14.2000,0.2632,25.7000,18.9250,11.5000,4.9809,227.1000,14.0000,0.1980,31.5000,24.7750,17.5000,4.9057,297.3000,13.4000,0.3457,20.1000,13.7083,6.7000,4.7391,164.5000,1405.9130,1316.8187,-23.0859,23.4498,14.0351,9.9281,8.6141,55.1498
tandil_aero,BUENOS AIRES,Pampeana,SAZT,-37.2333,-59.2167,175.0000,87645.0000,3.4000,0.2183,7.3000,5.5583,3.9000,1.2132,66.7000,17.0000,0.0724,81.6000,74.6417,64.6000,5.4063,895.7000,1.1000,0.1119,4.4000,3.8833,3.3000,0.4345,46.6000,67.7000,0.3005,108.8000,76.0500,41.1000,22.8548,912.6000,14.6000,0.3811,20.8000,13.5417,6.2000,5.1609,162.5000,15.9000,0.2747,28.4000,20.4000,12.5000,5.6029,244.8000,12.2000,0.6073,13.3000,7.1917,1.1000,4.3673,86.3000,1405.9130,1316.8187,-23.0859,23.4498,14.5201,9.4337,14.1474,60.6831
tartagal_aero,SALTA,NOA,SAST,-22.6000,-63.7833,450.0000,87022.0000,9.2000,0.6386,9.9000,5.6250,0.7000,3.5919,67.5000,31.8000,0.1594,82.4000,70.3167,50.6000,11.2052,843.8000,2.4000,0.1687,5.3000,4.5717,2.9000,0.7714,54.8600,194.0000,0.9404,197.8000,83.0917,3.8000,78.1354,997.1000,11.2000,0.1925,26.0000,21.4833,14.8000,4.1361,257.8000,11.0000,0.1470,32.5000,27.9750,21.5000,4.1119,335.7000,11.5000,0.2580,20.8000,16.1833,9.3000,4.1761,194.2000,1405.9130,1316.8187,-23.0859,23.4498,13.3627,10.6130,0.4859,46.0498
tinogasta,CATAMARCA,NOA,SANI,-28.0667,-67.5500,1201.0000,87211.0000,4.5000,0.9425,4.8000,1.6583,0.3000,1.5629,19.9000,17.5000,0.1191,62.7000,53.6750,45.2000,6.3946,644.1000,2.3000,0.2380,4.3000,3.0250,2.0000,0.7200,36.3000,36.2000,1.0806,37.4000,11.0833,1.2000,11.9764,133.0000,16.0000,0.3054,26.2000,19.1917,10.2000,5.8606,230.3000,14.2000,0.1879,34.2000,27.8750,20.0000,5.2383,334.5000,18.7000,0.6707,18.9000,10.2750,0.2000,6.8914,123.3000,1405.9130,1316.8187,-23.0859,23.4498,13.7516,10.2169,4.9808,51.5165
trelew_aero,CHUBUT,Patagonia,SAVT,-43.2000,-65.2667,43.0000,87828.0000,1.7000,0.2067,3.9000,3.0250,2.2000,0.6254,36.3000,26.1000,0.1691,67.5000,54.3083,41.4000,9.1858,651.7000,0.8000,0.0761,4.0000,3.6917,3.2000,0.2811,44.3000,13.5000,0.2652,25.4000,18.1750,11.9000,4.8206,218.1000,15.7000,0.4111,21.6000,13.7417,5.9000,5.6489,164.9000,16.9000,0.2920,29.3000,20.9083,12.4000,6.1049,250.9000,13.4000,0.6935,13.7000,6.9000,0.3000,4.7848,82.8000,1405.9130,1316.8187,-23.0859,23.4498,15.1460,8.7950,20.1141,66.6498
tres_arroyos,BUENOS AIRES,Pampeana,SAZH,-38.3500,-60.2833,115.0000,87688.0000,2.5000,0.1425,7.3000,6.1917,4.8000,0.8826,74.3000,19.6000,0.0917,77.7000,69.5417,58.1000,6.3792,834.5000,1.3000,0.1210,4.9000,4.3000,3.6000,0.5205,51.6000,63.8000,0.2971,106.5000,69.3333,42.7000,20.5989,832.0000,14.7000,0.3639,21.8000,14.3250,7.1000,5.2122,171.9000,16.7000,0.2829,29.4000,20.9583,12.7000,5.9294,251.5000,12.1000,0.4818,15.2000,9.0750,3.1000,4.3720,108.9000,1405.9130,1316.8187,-23.0859,23.4498,14.6278,9.3238,15.2641,61.7998
tucuman_aero,TUCUMAN,NOA,SANT,-26.8333,-65.1000,450.0000,87121.0000,7.3000,0.6151,7.8000,4.4333,0.5000,2.7271,53.2000,26.1000,0.1433,75.3000,63.9500,49.2000,9.1612,767.4000,1.8000,0.1460,4.4000,3.7917,2.6000,0.5534,45.5000,137.7000,0.8847,139.3000,54.3667,1.6000,48.0974,652.4000,13.0000,0.2393,25.3000,19.7667,12.3000,4.7306,237.2000,12.3000,0.1720,31.3000,26.1417,19.0000,4.4970,313.7000,13.4000,0.3336,20.3000,14.5000,6.9000,4.8375,174.0000,1405.9130,1316.8187,-23.0859,23.4498,13.6603,10.3099,3.7474,50.2831
ushuaia_aero,TIERRA DEL FUEG,Patagonia,SAWH,-54.8333,-68.3000,57.0000,87938.0000,2.4000,0.0947,9.3000,8.2583,6.9000,0.7821,99.1000,10.9000,0.0505,81.0000,74.7917,70.1000,3.7735,897.5000,1.1000,0.0677,5.9000,5.3583,4.8000,0.3630,64.3000,18.6000,0.1478,47.0000,38.1500,28.4000,5.6371,457.8000,7.2000,0.4486,9.5000,6.0000,2.3000,2.6917,72.0000,9.1000,0.3646,13.6000,9.3500,4.5000,3.4089,112.2000,4.5800,0.6838,4.7200,2.5167,0.1400,1.7209,30.2000,1405.9130,1316.8187,-23.0859,23.4498,16.9637,6.9333,31.7474,78.2831
venado_tuerto_aero,SANTA FE,Pampeana,SAFV,-33.6667,-61.9500,112.0000,87468.0000,5.4600,0.4074,7.4600,5.1783,2.0000,2.1099,62.1400,11.9000,0.0594,80.9000,75.8250,69.0000,4.5056,909.9000,0.9000,0.1040,3.8000,3.2917,2.9000,0.3423,39.5000,118.2000,0.5732,135.9000,75.4100,17.7000,43.2222,904.9200,14.2000,0.3090,23.0000,16.4083,8.8000,5.0707,196.9000,13.7000,0.2112,29.7000,23.4833,16.0000,4.9587,281.8000,13.3000,0.4660,16.6000,10.2750,3.3000,4.7883,123.3000,1405.9130,1316.8187,-23.0859,23.4498,14.1992,9.7609,10.5808,57.1165
viedma_aero,RIO NEGRO,Patagonia,SAVV,-40.8500,-63.0000,7.0000,87791.0000,1.3000,0.0984,4.5000,3.8333,3.2000,0.3774,46.0000,24.4000,0.1378,73.8000,62.3583,49.4000,8.5906,748.3000,1.5000,0.1450,4.3000,3.6083,2.8000,0.5230,43.3000,29.8000,0.2636,53.0000,31.9250,23.2000,8.4168,383.1000,15.4000,0.3910,22.1000,14.3167,6.7000,5.5983,171.8000,16.6000,0.2831,29.7000,21.3667,13.1000,6.0497,256.4000,13.3000,0.6182,14.7000,7.8417,1.4000,4.8476,94.1000,1405.9130,1316.8187,-23.0859,23.4498,14.8837,9.0628,17.7641,64.2998
villa_de_maria_del_rio_seco,CORDOBA,Pampeana,SACV,-29.9000,-63.7167,341.0000,87244.0000,7.3000,0.5962,7.9000,4.7333,0.6000,2.8218,56.8000,16.8000,0.0839,81.9000,73.9917,65.1000,6.2072,887.9000,1.6000,0.1247,4.4000,3.7000,2.8000,0.4612,44.4000,115.4000,0.7573,120.3000,62.7417,4.9000,47.5160,752.9000,14.6000,0.2875,24.5000,17.8417,9.9000,5.1288,214.1000,13.1000,0.1821,31.8000,25.5750,18.7000,4.6566,306.9000,12.2800,0.3812,17.8000,12.0183,5.5200,4.5816,144.2200,1405.9130,1316.8187,-23.0859,23.4498,13.8917,10.0742,6.8141,53.3498
villa_dolores_aero,CORDOBA,Pampeana,SAOD,-31.9500,-65.1333,569.0000,87328.0000,7.5000,0.6267,8.5000,4.7500,1.0000,2.9770,57.0000,24.5000,0.1473,72.9000,60.6000,48.4000,8.9238,727.2000,1.1000,0.0914,3.8000,3.2500,2.7000,0.2970,39.0000,106.6000,0.8019,111.3000,53.3917,4.7000,42.8127,640.7000,15.4000,0.3009,25.4000,18.3583,10.0000,5.5241,220.3000,14.6000,0.2039,32.7000,25.9500,18.1000,5.2919,311.4000,14.0000,0.4134,18.4000,12.0667,4.4000,4.9884,144.8000,1405.9130,1316.8187,-23.0859,23.4498,14.0555,9.9073,8.8641,55.3998
villa_reynolds_aero,SAN LUIS,Cuyo,SAOR,-33.7167,-65.3667,486.0000,87448.0000,7.3000,0.4872,9.1000,5.6833,1.8000,2.7689,68.2000,16.5000,0.0919,77.4000,68.7083,60.9000,6.3125,824.5000,0.7000,0.0546,4.1000,3.6750,3.4000,0.2006,44.1000,95.6000,0.6239,105.4000,60.3583,9.8000,37.6591,724.3000,16.3000,0.3694,23.3000,15.6917,7.0000,5.7963,188.3000,14.1000,0.2042,31.2000,24.5667,17.1000,5.0166,294.8000,15.8000,0.6957,15.5000,8.1583,-0.3000,5.6754,97.9000,1405.9130,1316.8187,-23.0859,23.4498,14.2035,9.7565,10.6308,57.1665
