estacion,provincia,region,oaci,latitud,longitud,altura,nro,frecuencia_dias_precipitacion_gt_1mm_anual_amplitud,frecuencia_dias_precipitacion_gt_1mm_anual_cv,frecuencia_dias_precipitacion_gt_1mm_anual_max,frecuencia_dias_precipitacion_gt_1mm_anual_media,frecuencia_dias_precipitacion_gt_1mm_anual_min,frecuencia_dias_precipitacion_gt_1mm_anual_std,frecuencia_dias_precipitacion_gt_1mm_anual_total,humedad_relativa_porcentaje_anual_amplitud,humedad_relativa_porcentaje_anual_cv,humedad_relativa_porcentaje_anual_max,humedad_relativa_porcentaje_anual_media,humedad_relativa_porcentaje_anual_min,humedad_relativa_porcentaje_anual_std,humedad_relativa_porcentaje_anual_total,nubosidad_octavos_anual_amplitud,nubosidad_octavos_anual_cv,nubosidad_octavos_anual_max,nubosidad_octavos_anual_media,nubosidad_octavos_anual_min,nubosidad_octavos_anual_std,nubosidad_octavos_anual_total,precipitacion_mm_anual_amplitud,precipitacion_mm_anual_cv,precipitacion_mm_anual_max,precipitacion_mm_anual_media,precipitacion_mm_anual_min,precipitacion_mm_anual_std,precipitacion_mm_anual_total,temperatura_anual_amplitud,temperatura_anual_cv,temperatura_anual_max,temperatura_anual_media,temperatura_anual_min,temperatura_anual_std,temperatura_anual_total,temperatura_maxima_c_anual_amplitud,temperatura_maxima_c_anual_cv,temperatura_maxima_c_anual_max,temperatura_maxima_c_anual_media,temperatura_maxima_c_anual_min,temperatura_maxima_c_anual_std,temperatura_maxima_c_anual_total,temperatura_minima_c_anual_amplitud,temperatura_minima_c_anual_cv,temperatura_minima_c_anual_max,temperatura_minima_c_anual_media,temperatura_minima_c_anual_min,temperatura_minima_c_anual_std,temperatura_minima_c_anual_total,G0_verano_W_m2,G0_invierno_W_m2,declinacion_verano_grados,declinacion_invierno_grados,duracion_dia_verano_horas,duracion_dia_invierno_horas,angulo_cenital_mediodia_verano_grados,angulo_cenital_mediodia_invierno_grados
estacion_virtual_32,Chubut,Patagonia,VIRTUAL,-43.0000,-67.0000,274.0000,,2.1000,0.2631,4.2500,3.1083,2.1500,0.8179,37.3000,37.3902,0.2721,69.5933,50.0903,32.2031,13.6288,601.0832,1.7206,0.1520,4.6636,3.9451,2.9430,0.5998,47.3407,30.0489,0.4592,39.4901,18.4707,9.4412,8.4818,221.6480,17.7173,0.4652,22.6280,13.7566,4.9107,6.3989,165.0786,19.4433,0.3411,30.2777,20.7219,10.8344,7.0685,248.6630,14.1577,0.6753,14.7347,7.5513,0.5770,5.0991,90.6154,1405.9130,1316.8187,-23.0859,23.4498,15.1228,8.8187,19.9141,66.4498
estacion_virtual_33,Chubut,Patagonia,VIRTUAL,-42.0000,-70.0000,1054.0000,,9.1500,0.4471,13.1500,7.3833,4.0000,3.3013,88.6000,36.6994,0.1916,88.4313,70.0286,51.7319,13.4172,840.3427,2.3811,0.2152,4.9928,3.9479,2.6117,0.8495,47.3745,70.6307,0.5671,89.0016,43.0151,18.3709,24.3944,516.1813,15.1847,0.7584,14.9472,7.2707,-0.2375,5.5141,87.2479,19.2807,0.5117,23.1415,13.6550,3.8608,6.9868,163.8604,10.4943,2.2383,7.1407,1.6601,-3.3536,3.7158,19.9212,1405.9130,1316.8187,-23.0859,23.4498,15.0092,8.9347,18.9141,65.4498
estacion_virtual_34,Chubut,Patagonia,VIRTUAL,-42.0000,-68.0000,630.0000,,2.9000,0.3507,4.3000,2.6917,1.4000,0.9441,32.3000,40.5258,0.2344,83.7531,63.4731,43.2273,14.8753,761.6772,1.8884,0.1791,4.6528,3.8723,2.7644,0.6935,46.4682,14.8112,0.2997,23.6914,16.1122,8.8802,4.8294,193.3468,16.3570,0.8654,15.2592,6.8592,-1.0978,5.9362,82.3101,20.0598,0.5410,23.3994,13.4866,3.3396,7.2964,161.8388,10.9779,4.0003,6.6999,0.9884,-4.2780,3.9538,11.8606,1405.9130,1316.8187,-23.0859,23.4498,15.0092,8.9347,18.9141,65.4498
estacion_virtual_35,Río Negro,Patagonia,VIRTUAL,-42.0000,-67.0000,70.0000,,2.1000,0.1584,4.6500,3.5542,2.5500,0.5631,42.6500,38.5556,0.2659,72.4352,52.8144,33.8796,14.0441,633.7726,1.7250,0.1677,4.5688,3.8367,2.8438,0.6435,46.0404,18.0303,0.3012,27.1209,17.3687,9.0906,5.2306,208.4247,17.5658,0.5692,20.1043,11.1329,2.5385,6.3365,133.5952,19.9248,0.3952,28.1805,18.2323,8.2557,7.2055,218.7879,13.0640,0.9597,11.7442,4.9206,-1.3198,4.7223,59.0467,1405.9130,1316.8187,-23.0859,23.4498,15.0092,8.9347,18.9141,65.4498
estacion_virtual_36,Chubut,Patagonia,VIRTUAL,-42.0000,-66.0000,163.0000,,2.0500,0.1623,4.2500,3.4583,2.2000,0.5612,41.5000,36.7788,0.2616,70.0771,51.3195,33.2983,13.4265,615.8344,1.9670,0.1925,4.6584,3.7748,2.6914,0.7268,45.2976,23.4482,0.3375,33.0595,19.5261,9.6113,6.5906,234.3127,17.5124,0.5113,21.2696,12.3637,3.7572,6.3212,148.3640,19.6614,0.3676,29.2650,19.4071,9.6036,7.1334,232.8857,13.4316,0.7745,13.1919,6.2534,-0.2397,4.8436,75.0410,1405.9130,1316.8187,-23.0859,23.4498,15.0092,8.9347,18.9141,65.4498
estacion_virtual_37,Río Negro,Patagonia,VIRTUAL,-41.0000,-70.0000,891.0000,,9.0500,0.5173,12.0000,6.3958,2.9500,3.3086,76.7500,38.3651,0.2040,88.6200,69.5699,50.2549,14.1921,834.8390,2.4958,0.2478,4.7189,3.6865,2.2231,0.9137,44.2383,64.3282,0.5864,79.5527,38.0265,15.2245,22.3005,456.3177,15.8211,0.7819,15.4974,7.3590,-0.3237,5.7541,88.3084,19.9425,0.5180,23.9377,14.0044,3.9952,7.2546,168.0532,10.5825,2.4235,7.1650,1.5629,-3.4175,3.7878,18.7549,1405.9130,1316.8187,-23.0859,23.4498,14.8998,9.0464,17.9141,64.4498
estacion_virtual_38,Río Negro,Patagonia,VIRTUAL,-41.0000,-67.0000,513.0000,,1.6000,0.1657,4.1500,3.3167,2.5500,0.5495,39.8000,40.0154,0.2818,72.3245,52.1837,32.3091,14.7055,626.2041,2.2560,0.2194,4.6811,3.6479,2.4251,0.8003,43.7743,16.4389,0.2663,26.2527,18.6037,9.8138,4.9535,223.2447,18.3603,0.5653,21.1016,11.6916,2.7413,6.6097,140.2990,20.6044,0.3948,29.1218,18.7749,8.5174,7.4122,225.2988,13.6883,0.9133,12.5454,5.4072,-1.1429,4.9382,64.8862,1405.9130,1316.8187,-23.0859,23.4498,14.8998,9.0464,17.9141,64.4498
estacion_virtual_39,Río Negro,Patagonia,VIRTUAL,-41.0000,-66.0000,429.0000,,1.8500,0.1685,4.1500,3.1417,2.3000,0.5295,37.7000,37.3780,0.2765,68.8204,50.0514,31.4424,13.8392,600.6166,2.1025,0.2110,4.6155,3.6642,2.5130,0.7731,43.9703,20.0506,0.2879,30.8813,20.7668,10.8307,5.9785,249.2021,18.4898,0.4996,22.7673,13.3364,4.2775,6.6630,160.0372,20.4488,0.3597,30.8194,20.5048,10.3706,7.3763,246.0576,14.2129,0.7327,14.3367,6.9936,0.1238,5.1245,83.9233,1405.9130,1316.8187,-23.0859,23.4498,14.8998,9.0464,17.9141,64.4498
estacion_virtual_4,Santa Cruz,Patagonia,VIRTUAL,-50.0000,-70.0000,233.0000,,2.2500,0.1145,7.1000,5.9458,4.8500,0.6807,71.3500,36.9115,0.2037,88.4337,68.1789,51.5222,13.8860,818.1472,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,16.7009,0.1627,37.2944,26.7372,20.5935,4.3506,320.8460,14.2222,0.8351,12.9617,6.2657,-1.2605,5.2326,75.1883,17.0665,0.5298,19.4556,11.8684,2.3891,6.2873,142.4204,10.3215,3.1070,6.1728,1.2052,-4.1487,3.7446,14.4622,1405.9130,1316.8187,-23.0859,23.4498,16.0706,7.8496,26.9141,73.4498
estacion_virtual_40,Río Negro,Patagonia,VIRTUAL,-41.0000,-64.0000,0.0000,,1.6500,0.1321,4.7500,4.1208,3.1000,0.5442,49.4500,27.7509,0.1709,74.2143,60.1843,46.4634,10.2863,722.2115,2.0021,0.1916,4.6284,3.7891,2.6263,0.7259,45.4688,22.3018,0.2590,41.3332,28.7077,19.0314,7.4367,344.4924,14.9421,0.3736,22.0443,14.5110,7.1022,5.4212,174.1321,16.6239,0.3066,27.9608,19.7073,11.3369,6.0422,236.4872,12.1797,0.4583,15.9371,9.6970,3.7574,4.4437,116.3639,1405.9130,1316.8187,-23.0859,23.4498,14.8998,9.0464,17.9141,64.4498
estacion_virtual_41,Neuquén,Patagonia,VIRTUAL,-40.0000,-71.0000,1288.0000,,12.8000,0.4404,17.3000,10.6042,4.5000,4.6705,127.2500,22.7830,0.1074,90.0820,77.7847,67.2990,8.3579,933.4162,2.7885,0.2928,4.8650,3.6646,2.0765,1.0732,43.9754,132.5320,0.6204,160.5414,74.1848,28.0094,46.0207,890.2180,13.1414,0.7277,13.2084,6.5700,0.0670,4.7809,78.8401,16.7485,0.4816,20.8864,12.7554,4.1379,6.1431,153.0646,9.0359,2.2271,6.1142,1.4511,-2.9217,3.2317,17.4126,1405.9130,1316.8187,-23.0859,23.4498,14.7942,9.1541,16.9141,63.4498
estacion_virtual_42,Neuquén,Patagonia,VIRTUAL,-40.0000,-70.0000,1048.0000,,10.3000,0.4848,14.0000,8.0042,3.7000,3.8803,96.0500,34.4710,0.1997,82.4381,64.7077,47.9671,12.9199,776.4919,2.7507,0.2767,4.8123,3.5608,2.0616,0.9851,42.7290,84.4366,0.6158,103.9107,48.0736,19.4741,29.6060,576.8834,16.5280,0.5830,18.7310,10.3482,2.2030,6.0325,124.1789,19.6428,0.4081,27.3467,17.5956,7.7039,7.1804,211.1474,11.8486,1.0705,10.2280,4.0662,-1.6206,4.3530,48.7943,1405.9130,1316.8187,-23.0859,23.4498,14.7942,9.1541,16.9141,63.4498
estacion_virtual_43,Río Negro,Patagonia,VIRTUAL,-40.0000,-69.0000,1171.0000,,3.1500,0.3469,5.0500,3.2375,1.9000,1.1229,38.8500,40.5244,0.2581,78.1510,57.6570,37.6266,14.8785,691.8845,2.6811,0.2685,4.7459,3.5355,2.0648,0.9492,42.4265,19.7433,0.3325,29.8170,19.6266,10.0737,6.5267,235.5194,17.6352,0.6059,19.5785,10.5329,1.9433,6.3814,126.3953,20.1243,0.4156,27.5675,17.4792,7.4432,7.2650,209.7509,12.8684,1.1259,10.9154,4.1802,-1.9530,4.7062,50.1619,1405.9130,1316.8187,-23.0859,23.4498,14.7942,9.1541,16.9141,63.4498
estacion_virtual_44,Río Negro,Patagonia,VIRTUAL,-40.0000,-68.0000,933.0000,,2.7500,0.3015,4.4500,2.9125,1.7000,0.8780,34.9500,40.2147,0.2737,74.1095,53.7890,33.8948,14.7217,645.4685,2.5469,0.2547,4.6930,3.5534,2.1461,0.9051,42.6406,18.0017,0.3396,27.8876,18.6239,9.8859,6.3251,223.4873,18.1498,0.5584,21.0292,11.7122,2.8794,6.5399,140.5468,20.3761,0.3889,29.1425,18.8749,8.7664,7.3406,226.4987,13.5113,0.9364,12.2882,5.2293,-1.2231,4.8969,62.7520,1405.9130,1316.8187,-23.0859,23.4498,14.7942,9.1541,16.9141,63.4498
estacion_virtual_45,Río Negro,Patagonia,VIRTUAL,-40.0000,-67.0000,824.0000,,2.2500,0.2084,4.7000,3.2583,2.4500,0.6792,39.1000,40.6499,0.3097,69.5328,48.6639,28.8829,15.0718,583.9665,2.4455,0.2438,4.6955,3.5784,2.2500,0.8725,42.9413,16.9227,0.2918,28.3982,19.6478,11.4755,5.7337,235.7740,19.7050,0.4761,24.9167,14.9235,5.2117,7.1052,179.0821,21.0090,0.3378,33.0038,22.4708,11.9948,7.5899,269.6499,15.9593,0.7055,16.3639,8.1356,0.4046,5.7396,97.6267,1405.9130,1316.8187,-23.0859,23.4498,14.7942,9.1541,16.9141,63.4498
estacion_virtual_46,Río Negro,Patagonia,VIRTUAL,-40.0000,-66.0000,361.0000,,2.2000,0.2263,4.4500,3.1125,2.2500,0.7042,37.3500,39.6984,0.2990,69.3302,49.2018,29.6318,14.7134,590.4212,2.2237,0.2284,4.6041,3.6133,2.3804,0.8252,43.3596,21.0197,0.2944,32.6506,21.1873,11.6309,6.2380,254.2480,19.6283,0.4685,25.0481,15.0942,5.4198,7.0710,181.1301,21.0098,0.3369,33.0480,22.5080,12.0382,7.5837,270.0961,16.0352,0.6873,16.6369,8.3702,0.6017,5.7532,100.4421,1405.9130,1316.8187,-23.0859,23.4498,14.7942,9.1541,16.9141,63.4498
estacion_virtual_47,Río Negro,Patagonia,VIRTUAL,-40.0000,-64.0000,23.0000,,3.4000,0.1865,6.5000,4.7625,3.1000,0.8881,57.1500,35.5909,0.2399,72.5739,54.7554,36.9830,13.1353,657.0646,1.9683,0.1925,4.5980,3.7695,2.6297,0.7258,45.2343,22.5820,0.2619,43.1368,29.8733,20.5548,7.8241,358.4796,18.5266,0.4353,24.7386,15.3580,6.2120,6.6852,184.2959,20.2895,0.3287,32.5913,22.4391,12.3018,7.3747,269.2697,14.7456,0.5929,16.5300,8.9635,1.7844,5.3147,107.5617,1405.9130,1316.8187,-23.0859,23.4498,14.7942,9.1541,16.9141,63.4498
estacion_virtual_48,Neuquén,Patagonia,VIRTUAL,-39.0000,-71.0000,1039.0000,,12.5500,0.4305,17.1000,10.6958,4.5500,4.6051,128.3500,21.7317,0.0985,88.9762,77.9547,67.2445,7.6769,935.4566,3.0268,0.3205,4.9300,3.5827,1.9032,1.1481,42.9918,144.5395,0.5876,171.4656,80.4899,26.9261,47.2946,965.8788,12.9757,0.7764,12.5485,6.0539,-0.4272,4.7000,72.6470,16.5912,0.5059,19.8549,11.8348,3.2637,5.9871,142.0178,9.3386,3.0695,5.7986,1.0710,-3.5400,3.2874,12.8517,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_49,Neuquén,Patagonia,VIRTUAL,-39.0000,-70.0000,602.0000,,11.6500,0.4442,16.1000,9.6875,4.4500,4.3032,116.2500,30.9188,0.1813,78.4398,62.6225,47.5210,11.3540,751.4697,2.6061,0.2857,4.5192,3.3565,1.9131,0.9589,40.2779,87.2686,0.5356,111.3542,55.1854,24.0856,29.5585,662.2246,16.0729,0.6050,17.7790,9.6073,1.7061,5.8126,115.2879,19.1925,0.4124,26.3391,16.8547,7.1466,6.9512,202.2559,11.4024,1.2551,9.1956,3.3081,-2.2068,4.1518,39.6969,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_5,Santa Cruz,Patagonia,VIRTUAL,-50.0000,-69.0000,0.0000,,2.0000,0.1179,6.2000,5.4208,4.2000,0.6391,65.0500,39.2268,0.2235,87.1387,65.4369,47.9119,14.6241,785.2430,0.8471,0.0554,5.5514,5.0306,4.7043,0.2788,60.3675,17.3658,0.1813,37.2895,25.9130,19.9237,4.6968,310.9563,14.7330,0.6641,15.0951,8.1493,0.3621,5.4121,97.7912,17.2908,0.4613,21.4123,13.7099,4.1215,6.3247,164.5192,10.9798,1.2873,8.5208,3.1339,-2.4590,4.0343,37.6068,1405.9130,1316.8187,-23.0859,23.4498,16.0706,7.8496,26.9141,73.4498
estacion_virtual_50,Río Negro,Patagonia,VIRTUAL,-39.0000,-67.0000,203.0000,,1.9500,0.2253,3.9000,2.6667,1.9500,0.6009,32.0000,38.8535,0.2964,68.3828,48.6842,29.5293,14.4320,584.2098,2.5289,0.2640,4.6802,3.5208,2.1513,0.9294,42.2490,21.4864,0.3798,33.0384,19.9104,11.5520,7.5621,238.9246,19.4905,0.4597,25.2759,15.3618,5.7854,7.0620,184.3420,20.8193,0.3327,33.1978,22.7537,12.3785,7.5692,273.0442,15.9815,0.6691,16.9068,8.6202,0.9253,5.7678,103.4420,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_51,Río Negro,Patagonia,VIRTUAL,-39.0000,-66.0000,197.0000,,1.9500,0.1881,4.2000,3.0208,2.2500,0.5683,36.2500,39.1640,0.2993,68.7004,48.8779,29.5364,14.6312,586.5349,2.2874,0.2409,4.6186,3.6013,2.3312,0.8677,43.2156,18.0826,0.3238,31.2512,20.1225,13.1686,6.5164,241.4700,19.6842,0.4550,25.6662,15.6670,5.9820,7.1285,188.0042,20.9655,0.3299,33.5637,23.0599,12.5982,7.6066,276.7187,16.2128,0.6551,17.3222,8.9224,1.1094,5.8455,107.0692,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_52,Río Negro,Patagonia,VIRTUAL,-39.0000,-65.0000,115.0000,,3.9000,0.2342,7.2000,5.0833,3.3000,1.1907,61.0000,36.4461,0.2678,68.8880,50.6595,32.4419,13.5680,607.9142,1.9852,0.2091,4.5401,3.6995,2.5549,0.7734,44.3942,18.6449,0.2649,35.9479,26.4123,17.3030,6.9969,316.9470,19.3070,0.4427,25.5024,15.7202,6.1954,6.9600,188.6418,20.6226,0.3248,33.3173,22.9952,12.6947,7.4677,275.9426,15.7901,0.6211,17.2589,9.1053,1.4688,5.6553,109.2639,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_53,La Pampa,Pampeana,VIRTUAL,-39.0000,-64.0000,67.0000,,4.8000,0.2368,8.4000,5.7708,3.6000,1.3664,69.2500,35.4426,0.2291,73.6608,56.8265,38.2182,13.0187,681.9183,1.9377,0.1937,4.7199,3.8494,2.7822,0.7455,46.1923,44.4263,0.3227,64.3038,42.0449,19.8775,13.5682,504.5389,19.1012,0.4395,25.3647,15.6008,6.2635,6.8566,187.2100,20.7598,0.3252,33.5434,23.0364,12.7836,7.4925,276.4370,15.3559,0.6086,16.9923,9.0135,1.6364,5.4856,108.1617,1405.9130,1316.8187,-23.0859,23.4498,14.6923,9.2581,15.9141,62.4498
estacion_virtual_54,Neuquén,Patagonia,VIRTUAL,-38.0000,-71.0000,1388.0000,,12.4000,0.4853,15.9500,9.3375,3.5500,4.5312,112.0500,26.5540,0.1321,85.3398,72.1250,58.7858,9.5309,865.4999,3.2835,0.3748,4.9703,3.4419,1.6868,1.2901,41.3024,121.0814,0.6010,141.7750,64.9965,20.6936,39.0617,779.9580,13.6585,0.7869,13.2606,6.2699,-0.3979,4.9341,75.2391,17.7664,0.5044,21.4704,12.8056,3.7040,6.4587,153.6669,9.4332,4.2348,5.6953,0.7823,-3.7379,3.3129,9.3875,1405.9130,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498
estacion_virtual_55,Neuquén,Patagonia,VIRTUAL,-38.0000,-70.0000,1085.0000,,10.2500,0.4510,13.8000,8.1167,3.5500,3.6606,97.4000,30.6003,0.2007,71.4401,55.8828,40.8398,11.2164,670.5942,2.4726,0.2860,4.4066,3.3160,1.9340,0.9482,39.7923,59.5633,0.4914,78.4893,41.2812,18.9260,20.2873,495.3744,16.8465,0.5389,19.8917,11.2844,3.0452,6.0816,135.4127,19.6265,0.3657,28.9769,19.2978,9.3504,7.0581,231.5731,12.2574,1.0081,10.8684,4.4240,-1.3890,4.4598,53.0875,1405.9130,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498
estacion_virtual_56,Neuquén,Patagonia,VIRTUAL,-38.0000,-69.0000,411.0000,,2.3500,0.2592,3.8500,2.4667,1.5000,0.6394,29.6000,32.9767,0.2496,65.8917,49.2696,32.9150,12.2981,591.2355,2.4631,0.2824,4.4900,3.3848,2.0269,0.9560,40.6171,21.8027,0.3930,33.4449,20.2027,11.6422,7.9389,242.4328,18.3380,0.4664,23.6481,14.2810,5.3101,6.6603,171.3715,19.9662,0.3292,32.0454,22.0462,12.0792,7.2580,264.5545,14.6332,0.7229,14.9770,7.3419,0.3438,5.3072,88.1029,1405.9130,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498
estacion_virtual_57,La Pampa,Pampeana,VIRTUAL,-38.0000,-67.0000,342.0000,,2.8500,0.2051,4.7500,3.5000,1.9000,0.7180,42.0000,36.4334,0.2753,67.3577,48.9805,30.9243,13.4841,587.7659,2.4747,0.2693,4.6776,3.5110,2.2029,0.9456,42.1315,25.7228,0.3212,36.0176,22.5207,10.2948,7.2339,270.2488,19.3567,0.4442,25.6243,15.7991,6.2676,7.0176,189.5897,20.5947,0.3220,33.4611,23.1777,12.8664,7.4634,278.1323,15.9652,0.6353,17.3836,9.0931,1.4184,5.7772,109.1167,1405.9130,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498
estacion_virtual_58,La Pampa,Pampeana,VIRTUAL,-38.0000,-66.0000,213.0000,,3.7500,0.2489,6.4500,4.8250,2.7000,1.2010,57.9000,35.3680,0.2603,67.7271,50.1516,32.3591,13.0543,601.8197,2.1429,0.2276,4.6133,3.6315,2.4704,0.8265,43.5783,30.7221,0.3225,43.4803,27.7697,12.7582,8.9553,333.2367,19.2637,0.4377,25.6612,15.8935,6.3975,6.9559,190.7221,20.4760,0.3170,33.5478,23.3141,13.0718,7.3915,279.7695,15.9690,0.6242,17.4633,9.1909,1.4943,5.7372,110.2907,1405.9130,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498
estacion_virtual_59,La Pampa,Pampeana,VIRTUAL,-38.0000,-65.0000,170.0000,,5.4000,0.3435,8.4000,5.9625,3.0000,2.0482,71.5500,32.9861,0.2258,70.0666,53.8817,37.0805,12.1683,646.5805,1.9072,0.1997,4.6773,3.7421,2.7701,0.7474,44.9053,53.2667,0.4559,67.2482,45.5029,13.9815,20.7468,546.0350,18.6558,0.4342,24.9169,15.4341,6.2611,6.7021,185.2096,20.0040,0.3184,32.6860,22.6397,12.6820,7.2094,271.6767,15.2380,0.6067,16.8719,8.9688,1.6339,5.4411,107.6252,1405.9130,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498
estacion_virtual_6,Santa Cruz,Patagonia,VIRTUAL,-49.0000,-72.0000,717.0000,,5.3000,0.1956,10.8500,8.1583,5.5500,1.5961,97.9000,24.1910,0.1197,89.4410,76.8171,65.2500,9.1959,921.8052,0.5327,0.0344,5.1866,4.9225,4.6539,0.1693,59.0697,22.5607,0.1925,45.5284,33.2042,22.9677,6.3910,398.4506,11.9296,1.4619,8.6424,2.9461,-3.2872,4.3068,35.3529,14.4231,0.7094,14.3752,7.3865,-0.0479,5.2397,88.6383,9.4055,-2.9883,3.1444,-1.1078,-6.2611,3.3106,-13.2940,1405.9130,1316.8187,-23.0859,23.4498,15.9151,8.0089,25.9141,72.4498
estacion_virtual_60,La Pampa,Pampeana,VIRTUAL,-38.0000,-64.0000,80.0000,,6.0500,0.3225,9.5000,6.6333,3.4500,2.1390,79.6000,32.0880,0.2007,73.3528,58.4481,41.2648,11.7333,701.3775,1.7378,0.1843,4.7482,3.8597,3.0104,0.7112,46.3163,66.5054,0.4322,83.5284,53.0864,17.0230,22.9417,637.0373,18.5802,0.4278,25.0855,15.5644,6.5053,6.6589,186.7727,20.1435,0.3180,32.9581,22.7223,12.8146,7.2249,272.6681,15.1314,0.5879,17.0976,9.2028,1.9662,5.4103,110.4337,1405.9130,1316.8187,-23.0859,23.4498,14.5936,9.3587,14.9141,61.4498
estacion_virtual_61,Neuquén,Patagonia,VIRTUAL,-37.0000,-71.0000,1912.0000,,11.0000,0.5606,13.2000,6.8250,2.2000,3.8263,81.9000,30.4587,0.1782,77.5051,62.6250,47.0464,11.1593,751.4994,3.5208,0.3903,5.1730,3.6034,1.6522,1.4064,43.2412,76.2424,0.5810,91.0693,43.6352,14.8269,25.3538,523.6227,14.6090,0.6833,15.2992,7.6548,0.6902,5.2306,91.8577,18.2894,0.4523,23.6456,14.6081,5.3562,6.6071,175.2973,10.1349,1.9336,7.3158,1.8649,-2.8191,3.6060,22.3792,1405.9130,1316.8187,-23.0859,23.4498,14.4981,9.4561,13.9141,60.4498
estacion_virtual_62,Neuquén,Patagonia,VIRTUAL,-37.0000,-70.0000,1150.0000,,5.2500,0.3084,9.0500,5.9833,3.8000,1.8453,71.8000,26.4704,0.1883,62.9381,49.7795,36.4677,9.3740,597.3541,2.2205,0.2710,4.3910,3.3470,2.1705,0.9071,40.1637,31.7335,0.3427,47.4503,29.1036,15.7168,9.9752,349.2437,16.0724,0.6635,17.0281,8.6593,0.9557,5.7453,103.9111,19.2181,0.4144,26.0800,16.5816,6.8619,6.8718,198.9791,11.4340,2.1105,8.1463,1.9349,-3.2877,4.0837,23.2191,1405.9130,1316.8187,-23.0859,23.4498,14.4981,9.4561,13.9141,60.4498
estacion_virtual_63,Mendoza,Cuyo,VIRTUAL,-37.0000,-69.0000,225.0000,,2.0500,0.1428,5.3000,4.0875,3.2500,0.5835,49.0500,26.0683,0.2071,58.9863,46.4405,32.9180,9.6173,557.2859,2.0599,0.2372,4.3812,3.4094,2.3213,0.8087,40.9131,13.5386,0.1845,29.5579,21.5507,16.0193,3.9763,258.6078,17.3253,0.4681,22.3083,13.3662,4.9830,6.2561,160.3943,18.6418,0.3128,30.8453,21.4656,12.2035,6.7154,257.5867,13.7521,0.7765,13.6308,6.3662,-0.1213,4.9434,76.3947,1405.9130,1316.8187,-23.0859,23.4498,14.4981,9.4561,13.9141,60.4498
estacion_virtual_64,La Pampa,Pampeana,VIRTUAL,-37.0000,-68.0000,310.0000,,2.0500,0.1510,5.6000,4.2208,3.5500,0.6373,50.6500,28.4159,0.2251,60.8156,47.0063,32.3997,10.5832,564.0761,2.2865,0.2539,4.5626,3.4361,2.2761,0.8725,41.2335,13.2096,0.1912,29.8146,21.6645,16.6050,4.1420,259.9741,18.0268,0.4422,23.9868,14.7259,5.9600,6.5114,176.7114,19.1340,0.3068,32.0941,22.4643,12.9601,6.8922,269.5714,14.6759,0.6642,15.6481,7.9513,0.9722,5.2809,95.4159,1405.9130,1316.8187,-23.0859,23.4498,14.4981,9.4561,13.9141,60.4498
estacion_virtual_65,La Pampa,Pampeana,VIRTUAL,-37.0000,-67.0000,301.0000,,4.5000,0.2722,7.7500,5.7958,3.2500,1.5776,69.5500,32.3695,0.2388,66.6110,50.3070,34.2415,12.0137,603.6846,2.2478,0.2510,4.6587,3.5264,2.4109,0.8852,42.3169,33.1947,0.3578,47.2658,32.6385,14.0711,11.6793,391.6616,19.1016,0.4211,26.0807,16.4079,6.9791,6.9098,196.8943,20.1235,0.3023,34.0355,24.0346,13.9120,7.2660,288.4156,15.9723,0.5990,17.8922,9.6108,1.9199,5.7566,115.3291,1405.9130,1316.8187,-23.0859,23.4498,14.4981,9.4561,13.9141,60.4498
estacion_virtual_66,La Pampa,Pampeana,VIRTUAL,-37.0000,-66.0000,246.0000,,5.4000,0.3247,8.0500,5.7333,2.6500,1.8616,68.8000,31.2114,0.2270,67.0512,51.3060,35.8398,11.6477,615.6716,2.0696,0.2162,4.7095,3.6633,2.6399,0.7919,43.9601,51.3161,0.4582,63.2826,41.7942,11.9665,19.1495,501.5304,18.8728,0.4165,25.8738,16.3598,7.0010,6.8146,196.3179,19.8716,0.3013,33.6462,23.7563,13.7746,7.1587,285.0754,15.8450,0.5927,17.7670,9.6157,1.9220,5.6994,115.3880,1405.9130,1316.8187,-23.0859,23.4498,14.4981,9.4561,13.9141,60.4498
